# id,Word,Part of Speech,Per Million Words,Length
3258,submit,verb,21.1,6.0
3259,okay,adjective,21.1,4.0
3260,brilliant,adjective,21.1,9.0
3261,province,noun,21.1,8.0
3262,operating,noun,21.1,9.0
3263,cookie,noun,21.1,6.0
3264,suit,verb,21.1,4.0
3265,temporary,adjective,21.0,9.0
3266,legacy,noun,21.0,6.0
3267,exhibit,verb,21.0,7.0
3268,boom,noun,21.0,4.0
3269,serving,noun,21.0,7.0
3270,mouse,noun,21.0,5.0
3271,actress,noun,21.0,7.0
3272,artistic,adjective,20.9,8.0
3273,invasion,noun,20.9,8.0
3274,adequate,adjective,20.9,8.0
3275,wound,noun,20.9,5.0
3276,cooking,noun,20.9,7.0
3277,continued,adjective,20.9,9.0
3278,register,verb,20.9,8.0
3279,counsel,noun,20.9,7.0
3280,blanket,noun,20.9,7.0
3281,collective,adjective,20.9,10.0
3282,competitor,noun,20.8,10.0
3283,grant,noun,20.8,5.0
3284,exceed,verb,20.8,6.0
3285,norm,noun,20.8,4.0
3286,uncle,noun,20.8,5.0
3287,operator,noun,20.8,8.0
3288,anticipate,verb,20.8,10.0
3289,reinforce,verb,20.8,9.0
3290,slice,noun,20.7,5.0
3291,crack,verb,20.7,5.0
3292,concerning,preposition,20.7,10.0
3293,lovely,adjective,20.7,6.0
3294,devote,verb,20.7,6.0
3295,widespread,adjective,20.7,10.0
3296,basket,noun,20.7,6.0
3297,counseling,noun,20.7,10.0
3298,arrival,noun,20.7,7.0
3299,awful,adjective,20.7,5.0
3300,rope,noun,20.7,4.0
3301,permission,noun,20.7,10.0
3302,weekly,adjective,20.7,6.0
3303,implementation,noun,20.7,14.0
3304,decrease,verb,20.6,8.0
3305,military,noun,20.6,8.0
3306,risk,verb,20.6,4.0
3307,venture,noun,20.6,7.0
3308,fighting,noun,20.6,8.0
3309,document,verb,20.6,8.0
3310,headline,noun,20.6,8.0
3311,running,adjective,20.6,7.0
3312,ugly,adjective,20.6,4.0
3313,frequent,adjective,20.6,8.0
3314,fitness,noun,20.6,7.0
3315,lap,noun,20.6,3.0
3316,carrier,noun,20.6,7.0
3317,consensus,noun,20.6,9.0
3318,ease,verb,20.5,4.0
3319,intensity,noun,20.5,9.0
3320,defendant,noun,20.5,9.0
3321,attribute,verb,20.5,9.0
3322,related,adjective,20.5,7.0
3323,ban,verb,20.5,3.0
3324,moderate,adjective,20.5,8.0
3325,orange,noun,20.5,6.0
3326,principal,adjective,20.5,9.0
3327,ballot,noun,20.5,6.0
3328,worried,adjective,20.5,7.0
3329,swing,noun,20.5,5.0
3330,soccer,noun,20.5,6.0
3331,couch,noun,20.5,5.0
3332,lung,noun,20.5,4.0
3333,portray,verb,20.4,7.0
3334,shore,noun,20.4,5.0
3335,physics,noun,20.4,7.0
3336,swear,verb,20.4,5.0
3337,prescription,noun,20.4,12.0
3338,nonetheless,adverb,20.4,11.0
3339,collapse,verb,20.4,8.0
3340,patch,noun,20.3,5.0
3341,painter,noun,20.3,7.0
3342,dear,adjective,20.3,4.0
3343,borrow,verb,20.3,6.0
3344,homeless,adjective,20.3,8.0
3345,inquiry,noun,20.3,7.0
3346,questionnaire,noun,20.3,13.0
3347,African-American,adjective,20.3,16.0
3348,secondary,adjective,20.3,9.0
3349,highlight,verb,20.3,9.0
3350,pet,noun,20.3,3.0
3351,occupation,noun,20.3,10.0
3352,virtue,noun,20.2,6.0
3353,killing,noun,20.2,7.0
3354,seize,verb,20.2,5.0
3355,flour,noun,20.2,5.0
3356,wise,adjective,20.2,4.0
3357,crash,verb,20.2,5.0
3358,impressive,adjective,20.2,10.0
3359,peer,verb,20.2,4.0
3360,odds,noun,20.2,4.0
3361,captain,noun,20.2,7.0
3362,slam,verb,20.2,4.0
3363,brick,noun,20.2,5.0
3364,everyday,adjective,20.1,8.0
3365,integrate,verb,20.1,9.0
3366,repeatedly,adverb,20.1,10.0
3367,changing,adjective,20.1,8.0
3368,charity,noun,20.1,7.0
3369,sin,noun,20.1,3.0
3370,toe,noun,20.1,3.0
3371,physically,adverb,20.1,10.0
3372,firm,adjective,20.1,4.0
3373,dare,verb,20.1,4.0
3374,recruit,verb,20.1,7.0
3375,tunnel,noun,20.1,6.0
3376,pie,noun,20.0,3.0
3377,laughter,noun,20.0,8.0
3378,experimental,adjective,20.0,12.0
3379,sacred,adjective,20.0,6.0
3380,ethical,adjective,20.0,7.0
3381,grocery,noun,20.0,7.0
3382,admire,verb,20.0,6.0
3383,export,noun,20.0,6.0
3384,rhythm,noun,20.0,6.0
3385,frustration,noun,20.0,11.0
3386,persuade,verb,20.0,8.0
3387,modify,verb,20.0,6.0
3388,continuous,adjective,20.0,10.0
3389,margin,noun,20.0,6.0
3390,tactic,noun,20.0,6.0
3391,medal,noun,20.0,5.0
3392,correct,verb,20.0,7.0
3393,rose,noun,20.0,4.0
3394,shine,verb,20.0,5.0
3395,miracle,noun,20.0,7.0
3396,chase,verb,20.0,5.0
3397,cool,verb,20.0,4.0
3398,tight,adverb,20.0,5.0
3399,architect,noun,19.9,9.0
3400,piano,noun,19.9,5.0
3401,formula,noun,19.9,7.0
3402,final,noun,19.9,5.0
3403,gallery,noun,19.9,7.0
3404,stem,noun,19.9,4.0
3405,container,noun,19.9,9.0
3406,sake,noun,19.9,4.0
3407,alliance,noun,19.9,8.0
3408,facilitate,verb,19.9,10.0
3409,defeat,verb,19.9,6.0
3410,pregnancy,noun,19.9,9.0
3411,bare,adjective,19.9,4.0
3412,prosecution,noun,19.9,11.0
3413,coal,noun,19.8,4.0
3414,script,noun,19.8,6.0
3415,makeup,noun,19.8,6.0
3416,square,noun,19.8,6.0
3417,administrative,adjective,19.8,14.0
3418,lightly,adverb,19.8,7.0
3419,effectiveness,noun,19.8,13.0
3420,ritual,noun,19.7,6.0
3421,receiver,noun,19.7,8.0
3422,rank,verb,19.7,4.0
3423,horror,noun,19.7,6.0
3424,concrete,adjective,19.7,8.0
3425,acceptance,noun,19.7,10.0
3426,grave,noun,19.7,5.0
3427,resign,verb,19.7,6.0
3428,recording,noun,19.7,9.0
3429,compose,verb,19.7,7.0
3430,salmon,noun,19.7,6.0
3431,regulate,verb,19.7,8.0
3432,criminal,noun,19.7,8.0
3433,jeans,noun,19.7,5.0
3434,integration,noun,19.7,11.0
3435,corridor,noun,19.6,8.0
3436,pitcher,noun,19.6,7.0
3437,rail,noun,19.6,4.0
3438,brush,noun,19.6,5.0
3439,flash,verb,19.6,5.0
3440,insect,noun,19.6,6.0
3441,presidency,noun,19.6,10.0
3442,hunt,verb,19.6,4.0
3443,recession,noun,19.6,9.0
3444,playoff,noun,19.6,7.0
3445,rape,noun,19.5,4.0
3446,abroad,adverb,19.5,6.0
3447,trading,noun,19.5,7.0
3448,indigenous,adjective,19.5,10.0
3449,exclude,verb,19.5,7.0
3450,high,adverb,19.5,4.0
3451,gentle,adjective,19.5,6.0
3452,interrupt,verb,19.5,9.0
3453,boyfriend,noun,19.5,9.0
3454,Islam,noun,19.5,5.0
3455,evident,adjective,19.5,7.0
3456,confusion,noun,19.4,9.0
3457,mess,noun,19.4,4.0
3458,clue,noun,19.4,4.0
3459,online,adverb,19.4,6.0
3460,acceptable,adjective,19.4,10.0
3461,hurry,verb,19.4,5.0
3462,excuse,verb,19.4,6.0
3463,courage,noun,19.4,7.0
3464,hallway,noun,19.4,7.0
3465,indication,noun,19.4,10.0
3466,dramatically,adverb,19.4,12.0
3467,surprisingly,adverb,19.3,12.0
3468,concern,verb,19.3,7.0
3469,Hispanic,adjective,19.3,8.0
3470,anniversary,noun,19.3,11.0
3471,combat,noun,19.3,6.0
3472,allegation,noun,19.3,10.0
3473,developer,noun,19.3,9.0
3474,reward,noun,19.2,6.0
3475,legend,noun,19.2,6.0
3476,sculpture,noun,19.2,9.0
3477,inspector,noun,19.2,9.0
3478,northwest,noun,19.2,9.0
3479,park,verb,19.2,4.0
3480,greatly,adverb,19.2,7.0
3481,cry,noun,19.2,3.0
3482,logic,noun,19.2,5.0
3483,exact,adjective,19.2,5.0
3484,domain,noun,19.2,6.0
3485,bishop,noun,19.2,6.0
3486,candy,noun,19.2,5.0
3487,superior,adjective,19.2,8.0
3488,fold,verb,19.2,4.0
3489,initiate,verb,19.2,8.0
3490,pitch,verb,19.2,5.0
3491,frankly,adverb,19.2,7.0
3492,pump,noun,19.1,4.0
3493,log,noun,19.1,3.0
3494,hostage,noun,19.1,7.0
3495,retail,adjective,19.1,6.0
3496,closet,noun,19.1,6.0
3497,organ,noun,19.1,5.0
3498,medium,adjective,19.1,6.0
3499,swallow,verb,19.1,7.0
3500,compound,noun,19.1,8.0
3501,slope,noun,19.1,5.0
3502,finance,verb,19.0,7.0
3503,upset,verb,19.0,5.0
3504,net,adjective,19.0,3.0
3505,fit,adjective,19.0,3.0
3506,beg,verb,19.0,3.0
3507,sponsor,verb,19.0,7.0
3508,pill,noun,19.0,4.0
3509,elbow,noun,19.0,5.0
3510,melt,verb,19.0,4.0
3511,cold,noun,18.9,4.0
3512,snake,noun,18.9,5.0
3513,surgeon,noun,18.9,7.0
3514,shop,verb,18.9,4.0
3515,magic,adjective,18.9,5.0
3516,patient,adjective,18.9,7.0
3517,pleased,adjective,18.9,7.0
3518,Muslim,noun,18.9,6.0
3519,excited,adjective,18.9,7.0
3520,ideology,noun,18.9,8.0
3521,and/or,conjunction,18.8,6.0
3522,echo,verb,18.8,4.0
3523,classical,adjective,18.8,9.0
3524,unemployment,noun,18.8,12.0
3525,hence,adverb,18.8,5.0
3526,estimated,adjective,18.8,9.0
3527,integrity,noun,18.8,9.0
3528,suburban,adjective,18.8,8.0
3529,murder,verb,18.8,6.0
3530,invent,verb,18.8,6.0
3531,diagnosis,noun,18.8,9.0
3532,remark,noun,18.8,6.0
3533,architecture,noun,18.8,12.0
3534,civilization,noun,18.8,12.0
3535,rent,verb,18.8,4.0
3536,drinking,noun,18.8,8.0
3537,subtle,adjective,18.8,6.0
3538,Korean,adjective,18.8,6.0
3539,midnight,noun,18.8,8.0
3540,longtime,adjective,18.8,8.0
3541,beef,noun,18.7,4.0
3542,last,adverb,18.7,4.0
3543,daily,adverb,18.7,5.0
3544,favor,noun,18.7,5.0
3545,trunk,noun,18.7,5.0
3546,collapse,noun,18.7,8.0
3547,curve,noun,18.7,5.0
3548,burst,verb,18.7,5.0
3549,evil,noun,18.6,4.0
3550,essence,noun,18.6,7.0
3551,T-shirt,noun,18.6,7.0
3552,legislative,adjective,18.6,11.0
3553,entitle,verb,18.6,7.0
3554,leap,verb,18.6,4.0
3555,written,adjective,18.6,7.0
3556,interior,noun,18.6,8.0
3557,greet,verb,18.6,5.0
3558,van,noun,18.6,3.0
3559,favor,preposition,18.6,5.0
3560,bitter,adjective,18.6,6.0
3561,restrict,verb,18.5,8.0
3562,monthly,adjective,18.5,7.0
3563,duck,noun,18.5,4.0
3564,delay,verb,18.5,5.0
3565,motivate,verb,18.5,8.0
3566,behavioral,adjective,18.5,10.0
3567,theoretical,adjective,18.5,11.0
3568,pop,noun,18.5,3.0
3569,lens,noun,18.5,4.0
3570,drift,verb,18.5,5.0
3571,pig,noun,18.5,3.0
3572,reliable,adjective,18.4,8.0
3573,tip,verb,18.4,3.0
3574,Roman,adjective,18.4,5.0
3575,sandwich,noun,18.4,8.0
3576,dose,noun,18.4,4.0
3577,render,verb,18.4,6.0
3578,cloth,noun,18.4,5.0
3579,stretch,noun,18.4,7.0
3580,herb,noun,18.4,4.0
3581,lecture,noun,18.4,7.0
3582,weakness,noun,18.4,8.0
3583,march,verb,18.4,5.0
3584,cave,noun,18.4,4.0
3585,humanity,noun,18.4,8.0
3586,bacteria,noun,18.3,8.0
3587,nail,noun,18.3,4.0
3588,airplane,noun,18.3,8.0
3589,wrist,noun,18.3,5.0
3590,suburb,noun,18.3,6.0
3591,contend,verb,18.3,7.0
3592,vitamin,noun,18.3,7.0
3593,missing,adjective,18.3,7.0
3594,respectively,adverb,18.3,12.0
3595,bay,noun,18.2,3.0
3596,cross,noun,18.2,5.0
3597,suck,verb,18.2,4.0
3598,curtain,noun,18.2,7.0
3599,deadly,adjective,18.2,6.0
3600,southwest,noun,18.2,9.0
3601,rat,noun,18.2,3.0
3602,ownership,noun,18.2,9.0
3603,fraud,noun,18.2,5.0
3604,sixth,number,18.2,5.0
3605,mainstream,adjective,18.2,10.0
3606,array,noun,18.1,5.0
3607,skirt,noun,18.1,5.0
3608,monster,noun,18.1,7.0
3609,rip,verb,18.1,3.0
3610,laugh,noun,18.1,5.0
3611,occasional,adjective,18.1,10.0
3612,enforce,verb,18.1,7.0
3613,top,verb,18.1,3.0
3614,excitement,noun,18.1,10.0
3615,astronomer,noun,18.1,10.0
3616,reverse,verb,18.1,7.0
3617,plead,verb,18.1,5.0
3618,pause,noun,18.1,5.0
3619,companion,noun,18.1,9.0
3620,administer,verb,18.1,10.0
3621,amendment,noun,18.1,9.0
3622,broadcast,noun,18.1,9.0
3623,inspection,noun,18.1,10.0
3624,drain,verb,18.1,5.0
3625,forehead,noun,18.1,8.0
3626,glance,noun,18.0,6.0
3627,pen,noun,18.0,3.0
3628,average,verb,18.0,7.0
3629,consistently,adverb,18.0,12.0
3630,unlike,adjective,18.0,6.0
3631,outdoor,adjective,18.0,7.0
3632,innovation,noun,18.0,10.0
3633,database,noun,18.0,8.0
3634,harsh,adjective,18.0,5.0
3635,subject,preposition,18.0,7.0
3636,doctrine,noun,18.0,8.0
3637,obstacle,noun,17.9,8.0
3638,maximum,adjective,17.9,7.0
3639,encounter,noun,17.9,9.0
3640,carbohydrate,noun,17.9,12.0
3641,supervisor,noun,17.9,10.0
3642,confuse,verb,17.9,7.0
3643,chronic,adjective,17.9,7.0
3644,sweat,noun,17.9,5.0
3645,crystal,noun,17.9,7.0
3646,trap,verb,17.8,4.0
3647,motive,noun,17.8,6.0
3648,mud,noun,17.8,3.0
3649,rumor,noun,17.8,5.0
3650,limb,noun,17.8,4.0
3651,wow,interjection,17.8,3.0
3652,plain,adjective,17.8,5.0
3653,strict,adjective,17.8,6.0
3654,minimum,adjective,17.8,7.0
3655,seemingly,adverb,17.8,9.0
3656,arena,noun,17.8,5.0
3657,fiscal,adjective,17.8,6.0
3658,forgive,verb,17.8,7.0
3659,sodium,noun,17.8,6.0
3660,assemble,verb,17.8,8.0
3661,prediction,noun,17.8,10.0
3662,basement,noun,17.8,8.0
3663,flood,noun,17.7,5.0
3664,adoption,noun,17.7,8.0
3665,reach,noun,17.7,5.0
3666,trait,noun,17.7,5.0
3667,towel,noun,17.7,5.0
3668,warrior,noun,17.7,7.0
3669,warm,verb,17.7,4.0
3670,aim,noun,17.7,3.0
3671,pond,noun,17.7,4.0
3672,label,verb,17.7,5.0
3673,lend,verb,17.7,4.0
3674,infrastructure,noun,17.7,14.0
3675,simultaneously,adverb,17.7,14.0
3676,temple,noun,17.7,6.0
3677,convict,verb,17.6,7.0
3678,speed,verb,17.6,5.0
3679,tune,verb,17.6,4.0
3680,particle,noun,17.6,8.0
3681,privilege,noun,17.6,9.0
3682,past,adverb,17.6,4.0
3683,wilderness,noun,17.6,10.0
3684,doorway,noun,17.6,7.0
3685,radiation,noun,17.6,9.0
3686,format,noun,17.6,6.0
3687,disk,noun,17.6,4.0
3688,nightmare,noun,17.5,9.0
3689,inevitable,adjective,17.5,10.0
3690,civilian,noun,17.5,8.0
3691,monitor,noun,17.5,7.0
3692,twist,verb,17.5,5.0
3693,protest,verb,17.5,7.0
3694,project,verb,17.5,7.0
3695,structural,adjective,17.5,10.0
3696,retired,adjective,17.5,7.0
3697,response,preposition,17.5,8.0
3698,theology,noun,17.5,8.0
3699,announcement,noun,17.5,12.0
3700,boost,verb,17.5,5.0
3701,commonly,adverb,17.5,8.0
3702,freshman,noun,17.4,8.0
3703,walking,noun,17.4,7.0
3704,pad,noun,17.4,3.0
3705,continuing,adjective,17.4,10.0
3706,mechanical,adjective,17.4,10.0
3707,overwhelming,adjective,17.4,12.0
3708,unexpected,adjective,17.4,10.0
3709,transmission,noun,17.4,12.0
3710,possession,noun,17.4,10.0
3711,cattle,noun,17.4,6.0
3712,primary,noun,17.4,7.0
3713,colony,noun,17.4,6.0
3714,conduct,noun,17.4,7.0
3715,random,adjective,17.4,6.0
3716,horn,noun,17.4,4.0
3717,complexity,noun,17.4,10.0
3718,unity,noun,17.4,5.0
3719,welcome,adjective,17.3,7.0
3720,spill,verb,17.3,5.0
3721,railroad,noun,17.3,8.0
3722,canvas,noun,17.3,6.0
3723,wish,noun,17.3,4.0
3724,belly,noun,17.3,5.0
3725,slide,noun,17.3,5.0
3726,technological,adjective,17.3,13.0
3727,consult,verb,17.3,7.0
3728,virtual,adjective,17.3,7.0
3729,festival,noun,17.3,8.0
3730,hers,pronoun,17.3,4.0
3731,rhetoric,noun,17.3,8.0
3732,notice,noun,17.2,6.0
3733,undermine,verb,17.2,9.0
3734,separation,noun,17.2,10.0
3735,turkey,noun,17.2,6.0
3736,currency,noun,17.2,8.0
3737,guilt,noun,17.2,5.0
3738,fork,noun,17.2,4.0
3739,feedback,noun,17.2,8.0
3740,replacement,noun,17.2,11.0
3741,fist,noun,17.2,4.0
3742,grip,noun,17.2,4.0
3743,meaningful,adjective,17.2,10.0
3744,traditionally,adverb,17.1,13.0
3745,strain,noun,17.1,6.0
3746,guitar,noun,17.1,6.0
3747,weird,adjective,17.1,5.0
3748,peaceful,adjective,17.1,8.0
3749,mandate,noun,17.1,7.0
3750,bat,noun,17.1,3.0
3751,forty,number,17.1,5.0
3752,dump,verb,17.1,4.0
3753,European,noun,17.1,8.0
3754,stuff,verb,17.1,5.0
3755,engagement,noun,17.1,10.0
3756,Israeli,noun,17.1,7.0
3757,execute,verb,17.0,7.0
3758,blue,noun,17.0,4.0
3759,uncertainty,noun,17.0,11.0
3760,govern,verb,17.0,6.0
3761,sidewalk,noun,17.0,8.0
3762,uncomfortable,adjective,17.0,13.0
3763,award,verb,17.0,5.0
3764,dancer,noun,17.0,6.0
3765,portfolio,noun,17.0,9.0
3766,pension,noun,17.0,7.0
3767,guard,verb,17.0,5.0
3768,thumb,noun,17.0,5.0
3769,landing,noun,17.0,7.0
3770,grace,noun,17.0,5.0
3771,contractor,noun,17.0,10.0
3772,alarm,noun,17.0,5.0
3773,trigger,verb,17.0,7.0
3774,beam,noun,16.9,4.0
3775,harm,noun,16.9,4.0
3776,outer,adjective,16.9,5.0
3777,research,verb,16.9,8.0
3778,lock,noun,16.9,4.0
3779,grateful,adjective,16.9,8.0
3780,crawl,verb,16.9,5.0
3781,shuttle,noun,16.9,7.0
3782,southeast,noun,16.9,9.0
3783,thereby,adverb,16.9,7.0
3784,endure,verb,16.9,6.0
3785,reserve,noun,16.9,7.0
3786,finish,noun,16.9,6.0
3787,chin,noun,16.9,4.0
3788,injure,verb,16.8,6.0
3789,indicator,noun,16.8,9.0
3790,accommodate,verb,16.8,11.0
3791,huh,interjection,16.8,3.0
3792,survey,verb,16.8,6.0
3793,lobby,noun,16.8,5.0
3794,abuse,verb,16.8,5.0
3795,await,verb,16.8,5.0
3796,click,verb,16.8,5.0
3797,behave,verb,16.8,6.0
3798,nearby,adverb,16.8,6.0
3799,loud,adverb,16.8,4.0
3800,horrible,adjective,16.8,8.0
3801,elevator,noun,16.7,8.0
3802,convey,verb,16.7,6.0
3803,rebel,noun,16.7,5.0
3804,prize,noun,16.7,5.0
3805,republic,noun,16.7,8.0
3806,corruption,noun,16.7,10.0
3807,compensation,noun,16.7,12.0
3808,handsome,adjective,16.7,8.0
3809,spouse,noun,16.7,6.0
3810,closed,adjective,16.7,6.0
3811,juror,noun,16.7,5.0
3812,short,adverb,16.7,5.0
3813,starter,noun,16.6,7.0
3814,softly,adverb,16.6,6.0
3815,apologize,verb,16.6,9.0
3816,counterpart,noun,16.6,11.0
3817,nonprofit,adjective,16.6,9.0
3818,hug,verb,16.6,3.0
3819,profound,adjective,16.6,8.0
3820,frozen,adjective,16.6,6.0
3821,rebuild,verb,16.6,7.0
3822,compromise,noun,16.6,10.0
3823,fluid,noun,16.6,5.0
3824,hesitate,verb,16.6,8.0
3825,scatter,verb,16.6,7.0
3826,metaphor,noun,16.6,8.0
3827,endless,adjective,16.6,7.0
3828,rush,noun,16.6,4.0
3829,desire,verb,16.6,6.0
3830,chop,verb,16.6,4.0
3831,bounce,verb,16.6,6.0
3832,rider,noun,16.6,5.0
3833,oral,adjective,16.6,4.0
3834,liberty,noun,16.5,7.0
3835,detective,noun,16.5,9.0
3836,driving,adjective,16.5,7.0
3837,provided,conjunction,16.5,8.0
3838,historically,adverb,16.5,12.0
3839,pleasant,adjective,16.5,8.0
3840,noon,noun,16.5,4.0
3841,Japanese,noun,16.5,8.0
3842,transaction,noun,16.5,11.0
3843,promotion,noun,16.5,9.0
3844,pickup,noun,16.5,6.0
3845,residential,adjective,16.5,11.0
3846,magic,noun,16.5,5.0
3847,exclusive,adjective,16.4,9.0
3848,guidance,noun,16.4,8.0
3849,ankle,noun,16.4,5.0
3850,matter,determiner,16.4,6.0
3851,convinced,adjective,16.4,9.0
3852,excuse,noun,16.4,6.0
3853,bias,noun,16.4,4.0
3854,wherever,adverb,16.4,8.0
3855,hook,noun,16.4,4.0
3856,praise,verb,16.4,6.0
3857,needle,noun,16.4,6.0
3858,intelligent,adjective,16.4,11.0
3859,equation,noun,16.4,8.0
3860,enthusiasm,noun,16.4,10.0
3861,scare,verb,16.4,5.0
3862,wildlife,noun,16.4,8.0
3863,invisible,adjective,16.3,9.0
3864,relieve,verb,16.3,7.0
3865,prevention,noun,16.3,10.0
3866,doll,noun,16.3,4.0
3867,signature,noun,16.3,9.0
3868,sunlight,noun,16.3,8.0
3869,shame,noun,16.3,5.0
3870,electrical,adjective,16.3,10.0
3871,timing,noun,16.3,6.0
3872,acquisition,noun,16.3,11.0
3873,genuine,adjective,16.3,7.0
3874,traveler,noun,16.3,8.0
3875,exit,noun,16.3,4.0
3876,residence,noun,16.3,9.0
3877,delicate,adjective,16.3,8.0
3878,opera,noun,16.3,5.0
3879,exhibit,noun,16.3,7.0
3880,blow,noun,16.3,4.0
3881,accounting,noun,16.3,10.0
3882,slice,verb,16.3,5.0
3883,chaos,noun,16.2,5.0
3884,carve,verb,16.2,5.0
3885,exploration,noun,16.2,11.0
3886,lamp,noun,16.2,4.0
3887,attraction,noun,16.2,10.0
3888,equity,noun,16.2,6.0
3889,entity,noun,16.2,6.0
3890,flip,verb,16.2,4.0
3891,regulatory,adjective,16.2,10.0
3892,ship,verb,16.1,4.0
3893,amid,preposition,16.1,4.0
3894,realm,noun,16.1,5.0
3895,pastor,noun,16.1,6.0
3896,diagnose,verb,16.1,8.0
3897,parental,adjective,16.1,8.0
3898,identical,adjective,16.1,9.0
3899,resume,verb,16.1,6.0
3900,grin,verb,16.1,4.0
3901,envelope,noun,16.1,8.0
3902,blend,verb,16.1,5.0
3903,clerk,noun,16.1,5.0
3904,donor,noun,16.1,5.0
3905,gym,noun,16.1,3.0
3906,suspend,verb,16.1,7.0
3907,verbal,adjective,16.1,6.0
3908,dedicate,verb,16.1,8.0
3909,overall,adverb,16.1,7.0
3910,Arab,noun,16.0,4.0
3911,jazz,noun,16.0,4.0
3912,processing,noun,16.0,10.0
3913,expertise,noun,16.0,9.0
3914,sum,noun,16.0,3.0
3915,spectrum,noun,16.0,8.0
3916,purple,adjective,16.0,6.0
3917,judicial,adjective,16.0,8.0
3918,mild,adjective,16.0,4.0
3919,precise,adjective,16.0,7.0
3920,candle,noun,16.0,6.0
3921,advocate,verb,16.0,8.0
3922,laser,noun,16.0,5.0
3923,kiss,noun,16.0,4.0
3924,diplomatic,adjective,16.0,10.0
3925,oxygen,noun,16.0,6.0
3926,businessman,noun,16.0,11.0
3927,firmly,adverb,16.0,6.0
3928,suspicion,noun,16.0,9.0
3929,rescue,verb,16.0,6.0
3930,reporting,noun,16.0,9.0
3931,peel,verb,16.0,4.0
3932,dynamic,adjective,15.9,7.0
3933,signal,verb,15.9,6.0
3934,determination,noun,15.9,13.0
3935,therapist,noun,15.9,9.0
3936,endorse,verb,15.9,7.0
3937,abstract,adjective,15.9,8.0
3938,bite,noun,15.9,4.0
3939,vanish,verb,15.9,6.0
3940,conscious,adjective,15.9,9.0
3941,bath,noun,15.9,4.0
3942,altogether,adverb,15.9,10.0
3943,minimize,verb,15.9,8.0
3944,nominee,noun,15.9,7.0
3945,alien,noun,15.9,5.0
3946,pit,noun,15.8,3.0
3947,pizza,noun,15.8,5.0
3948,silk,noun,15.8,4.0
3949,recipient,noun,15.8,9.0
3950,pillow,noun,15.8,6.0
3951,banking,noun,15.8,7.0
3952,starting,noun,15.8,8.0
3953,magnitude,noun,15.8,9.0
3954,content,adjective,15.8,7.0
3955,picture,verb,15.8,7.0
3956,giant,noun,15.8,5.0
3957,handle,noun,15.8,6.0
3958,anxious,adjective,15.8,7.0
3959,rescue,noun,15.8,6.0
3960,inventory,noun,15.8,9.0
3961,repair,noun,15.8,6.0
3962,civic,adjective,15.8,5.0
3963,photography,noun,15.7,11.0
3964,dynamics,noun,15.7,8.0
3965,stumble,verb,15.7,7.0
3966,promising,adjective,15.7,9.0
3967,diabetes,noun,15.7,8.0
3968,necessity,noun,15.7,9.0
3969,pursuit,noun,15.7,7.0
3970,ban,noun,15.7,3.0
3971,poster,noun,15.7,6.0
3972,shared,adjective,15.7,6.0
3973,eating,noun,15.7,6.0
3974,servant,noun,15.7,7.0
3975,frame,verb,15.7,5.0
3976,divine,adjective,15.7,6.0
3977,statue,noun,15.7,6.0
3978,enroll,verb,15.7,6.0
3979,reliability,noun,15.7,11.0
3980,sink,noun,15.7,4.0
3981,trail,verb,15.7,5.0
3982,evil,adjective,15.7,4.0
3983,undertake,verb,15.7,9.0
3984,output,noun,15.6,6.0
3985,destination,noun,15.6,11.0
3986,wrong,adverb,15.6,5.0
3987,happiness,noun,15.6,9.0
3988,teenage,adjective,15.6,7.0
3989,sword,noun,15.6,5.0
3990,addition,noun,15.6,8.0
3991,racism,noun,15.6,6.0
3992,program,verb,15.6,7.0
3993,slap,verb,15.6,4.0
3994,instructional,adjective,15.6,13.0
3995,tender,adjective,15.6,6.0
3996,parade,noun,15.6,6.0
3997,departure,noun,15.6,9.0
3998,representative,adjective,15.6,14.0
3999,productive,adjective,15.6,10.0
4000,age,verb,15.6,3.0
4001,input,noun,15.6,5.0
4002,gravity,noun,15.6,7.0
4003,value,verb,15.6,5.0
4004,tribal,adjective,15.5,6.0
4005,fool,noun,15.5,4.0
4006,hopefully,adverb,15.5,9.0
4007,angel,noun,15.5,5.0
4008,stadium,noun,15.5,7.0
4009,collector,noun,15.5,9.0
4010,elegant,adjective,15.5,7.0
4011,steep,adjective,15.5,5.0
4012,o'clock,adverb,15.5,7.0
4013,sharply,adverb,15.5,7.0
4014,readily,adverb,15.5,7.0
4015,punish,verb,15.5,6.0
4016,suffering,noun,15.5,9.0
4017,inside,noun,15.5,6.0
4018,decent,adjective,15.5,6.0
4019,bid,noun,15.5,3.0
4020,touchdown,noun,15.5,9.0
4021,debate,verb,15.4,6.0
4022,hint,noun,15.4,4.0
4023,hardware,noun,15.4,8.0
4024,ruling,noun,15.4,6.0
4025,casual,adjective,15.4,6.0
4026,full-time,adjective,15.4,9.0
4027,import,noun,15.4,6.0
4028,accuracy,noun,15.4,8.0
4029,feel,noun,15.4,4.0
4030,toilet,noun,15.4,6.0
4031,bold,adjective,15.4,4.0
4032,garbage,noun,15.4,7.0
4033,cancel,verb,15.4,6.0
4034,deadline,noun,15.4,8.0
4035,interior,adjective,15.4,8.0
4036,dawn,noun,15.4,4.0
4037,broker,noun,15.4,6.0
4038,annually,adverb,15.4,8.0
4039,whale,noun,15.4,5.0
4040,jaw,noun,15.4,3.0
4041,isolate,verb,15.4,7.0
